"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"977080320016121856","","","2018-03-23 07:11:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[아동/가족] 시크릿쥬쥬 Original-창원 티켓오픈 안내 : 18.03.29(목) 09:00
▶ https://t.co/ft4zfaKTb5
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pxKn6G"
"977080323132575745","","","2018-03-23 07:11:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[아동/가족] 2018 시크릿쥬쥬 슈퍼콘서트 창원 티켓오픈 안내 : 18.03.28(수) 11:00
▶ https://t.co/vlOrA4cylq
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2HY2iKn"
"977050126517788672","","","2018-03-23 05:11:17 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 심수봉 데뷔 40주년 특별 디너쇼 티켓오픈 안내 : 18.03.26(월) 14:00
▶ https://t.co/PFIAeblVIQ
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2HXxRnE"
"977021850634002432","","","2018-03-23 03:18:56 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @SeoulJazzFest: [SJF Announcement] 1일권 프리세일 티켓 매진 임박 안내
&lt;1일권 프리세일&gt; 티켓이 곧 매진됩니다. 프리세일 티켓이 매진되는 즉시, 정가티켓이 오픈됩니다.
▶예매처: 인터파크 https://t.co/R…","976648056547418112","2324658823","2018-03-22 02:33:36 +0000","http://bit.ly/2GxVR0W,https://twitter.com/SeoulJazzFest/status/976648056547418112/photo/1"
"977004800389808131","","","2018-03-23 02:11:10 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[클래식/오페라] 2018 아람누리 마티네콘서트 1~4 - 고양 티켓오픈 안내 : 18.03.26(월) 09:00
▶ https://t.co/yI7ElGPONy
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2IIAieW"
"976998887260114945","","","2018-03-23 01:47:41 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.27(화) 메르세데스 벤츠 스타디움 2018（Mercedes－Benz Presents 5TARDIUM 2018）티켓 오픈 안내
▶ https://t.co/jHYHT6bUNE
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/j8QL5UMJuE","","","","http://bit.ly/2GjQLbn,https://twitter.com/solplparty/status/976998887260114945/photo/1"
"976989761515778048","","","2018-03-23 01:11:25 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 어버이날 김성환 만담SHOW콘서트 - 광주 티켓오픈 안내 : 18.03.27(화) 10:00
▶ https://t.co/TBHNyFlIAD
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pzNlqx"
"976989755912212481","","","2018-03-23 01:11:24 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[아동/가족] 뮤지컬 터닝메카드R〈최후의 레이서〉- 대구 티켓오픈 안내 : 18.03.27(화) 11:00
▶ https://t.co/HFT7BLuZMv
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2G4ONba"
"976989759334682625","","","2018-03-23 01:11:24 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[아동/가족] (2018 부산 신세계) 바다탐험대 옥토넛 티켓오픈 안내 : 18.03.27(화) 09:00
▶ https://t.co/K7cezjJ3ck
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pwEMxm"
"976989752103759872","","","2018-03-23 01:11:23 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[클래식/오페라] 바르셀로나 기타 트리오 ＆ 댄스 티켓오픈 안내 : 18.03.30(금) 12:00
▶ https://t.co/WhPsW02P3I
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pwJ8nY"
"976974640735227909","","","2018-03-23 00:11:20 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[연극] 낫심 NASSIM 추가티켓오픈 안내 : 18.03.29(목) 16:00
▶ https://t.co/epa2cHK590
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2GikvFg"
"976800259878871041","","","2018-03-22 12:38:24 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #PlayDB 】 #예스24라이브홀
로코 콘서트 (2018.05.05 ~ 2018.05.05) at 예스24 라이브홀 (구 악스코리아)
▶ https://t.co/MUTCq9xz8e
　
#플레이DB #인터파크티켓
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/Y0RiQCVN4f","","","","http://bit.ly/2HUsTbk,https://twitter.com/solplparty/status/976800259878871041/photo/1"
"976772529959460868","","","2018-03-22 10:48:13 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #상상마당 】
칵스 콘서트 (2018.04.29 ~ 2018.04.29) at KT&amp;G 상상마당 라이브홀
▶ https://t.co/RUxvlAendr
　
#상상마당홍대 #라이브홀 #LIVE_HALL
#공연일정 #티켓공지 #솔플파티 #solplparty https://t.co/wkJHyL0axm","","","","http://bit.ly/2GaLbIb,https://twitter.com/solplparty/status/976772529959460868/photo/1"
"976750120451616769","","","2018-03-22 09:19:10 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[연극] 엄마의 레시피 티켓오픈 안내 : 18.03.23(금) 09:00
▶ https://t.co/C8wZMuLSv7
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2uansTF"
"976750116718759936","","","2018-03-22 09:19:09 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 송영주 솔로 피아노 (YOUNGJOO SONG solo piano) 티켓오픈 안내 : 18.03.26(월) 14:00
▶ https://t.co/LJzxvrUN12
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2FSBJJT"
"976723731027554304","","","2018-03-22 07:34:18 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #CJ아지트 】
연극 &lt;낭떠러지의 착각&gt;
▶ https://t.co/TimV4uneod
　
#CJ문화재단 #공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/1Rz4MEwUm6","","","","http://bit.ly/2GTaFI4,https://twitter.com/solplparty/status/976723731027554304/photo/1"
"976721990966042624","","","2018-03-22 07:27:23 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.12(월) ［라인업추가］2018 김광석 다시부르기 티켓 오픈 안내
▶ https://t.co/eK5CL3M9aA
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/Z3C8uCHKJM","","","","http://bit.ly/2FC0JEw,https://twitter.com/solplparty/status/976721990966042624/photo/1"
"976721961706577921","","","2018-03-22 07:27:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.23(금) 뮤지컬 〈투모로우 모닝〉 티켓 오픈 안내
▶ https://t.co/GNiKNeX4Il
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/vVurxM54hK","","","","http://bit.ly/2GRoeYp,https://twitter.com/solplparty/status/976721961706577921/photo/1"
"976720394995601408","","","2018-03-22 07:21:03 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 콘서트〈양방언, 몽골 초원의 바람〉 티켓오픈 안내 : 18.03.27(화) 14:00
▶ https://t.co/MgMpKrYwcG
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2G1CegW"
"976706860156964869","","","2018-03-22 06:27:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.29(목) 로꼬 콘서트 〈LOCOMOTIVE 2018〉 티켓 오픈 안내
▶ https://t.co/XQ42WEYd2c
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/7DyWNoWcYG","","","","http://bit.ly/2DLcBPp,https://twitter.com/solplparty/status/976706860156964869/photo/1"
"976705302564364288","","","2018-03-22 06:21:05 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 어버이날 김성환 만담SHOW콘서트 - 제주 티켓오픈 안내 : 18.03.27(화) 10:00
▶ https://t.co/JIzu8xrBcd
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2IGqS3P"
"976705304435011584","","","2018-03-22 06:21:05 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 2018 먼데이키즈콘서트〈일분일초〉 티켓오픈 안내 : 18.03.28(수) 14:00
▶ https://t.co/EbZ7rF2R57
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pwaiuE"
"976705299724763136","","","2018-03-22 06:21:04 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[아동/가족] 뮤지컬 터닝메카드R〈최후의 레이서〉- 고양 티켓오픈 안내 : 18.03.26(월) 11:00
▶ https://t.co/KMSmkgmINR
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2G1NZ72"
"976697027961786368","","","2018-03-22 05:48:12 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #PlayDB 】 #내한공연
품 비푸릿 내한공연 (2018.04.28 ~ 2018.04.28) at 웨스트브릿지 라이브홀
▶ https://t.co/lpUOgo7XlM
　
#플레이DB #인터파크티켓 #내한
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/v9QHKC1Ma9","","","","http://bit.ly/2Gfh7uX,https://twitter.com/solplparty/status/976697027961786368/photo/1"
"976692998217125888","","","2018-03-22 05:32:11 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
칵스(THE KOXX) 콘서트 ＇iNVADE Ⅱ : open fire＇ 티켓오픈 안내 : 18.03.29(목) 14:00
▶ https://t.co/J0lCMjmvNy
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty https://t.co/mIcthh2Y3x","","","","http://bit.ly/2GcL1zN,https://twitter.com/solplparty/status/976692998217125888/photo/1"
"976691757181276161","","","2018-03-22 05:27:15 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.26(월) 에이프릴 미니콘서트 〈The Blue Bird on April〉 티켓 오픈 안내
▶ https://t.co/xlg7uqTHFV
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/FacIXnaC7x","","","","http://bit.ly/2IIS81l,https://twitter.com/solplparty/status/976691757181276161/photo/1"
"976690285047697410","","","2018-03-22 05:21:24 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 칵스(THE KOXX) 콘서트 ＇iNVADE Ⅱ : open fire＇ 티켓오픈 안내 : 18.03.29(목) 14:00
▶ https://t.co/09cf9zsnrS
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pw6rha"
"976660337461252098","","","2018-03-22 03:22:24 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #멜론티켓 】
[오픈] 18.03.26(월) 몬스타엑스（MONSTA X） 공식팬클럽 ‘MONBEBE’ 3기 추가모집 오픈 안내
▶ https://t.co/bswy7d3PMT
　
#Melon #멜론
#Melon_Ticket #티켓오픈소식
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/BDDwLQxLtF","","","","http://bit.ly/2u6eDtU,https://twitter.com/solplparty/status/976660337461252098/photo/1"
"976644961981562880","","","2018-03-22 02:21:18 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[뮤지컬] 뮤지컬〈노트르담 드 파리〉 한국어버전 10주년 티켓오픈 안내 : 18.03.28(수) 10:00
▶ https://t.co/cxR6uvh7jZ
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2Ge5KDu"
